group_type,name,description,contact_emails,advisor,funding_category,tags,website_url,instagram_url,facebook_url,linkedin_url,youtube_url,twitter_url,tiktok_url,other_social_urls,source_url,directory_source_url
Undergraduate student group,"Bear Necessities, The","The Bear Necessities is Brown’s premier all-suspendered, all-spectacular, a cappella group, specializing in tenor-bass vocal performance. With their energetic style and unique sound, they blend high-quality music with exciting delivery to create an unforgettable experience for their audiences. Open to all Brown and RISD undergrads, the group values musicality, community, and fun.",thebearnecessities@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/thebearnecessitiesbrown,https://www.facebook.com/TheBearNecessitiesBrown/,,,,,,https://studentactivities.brown.edu/organizations/bear-necessities,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Beatboxing Club, Brown","Brown Beatboxing Club is a community for anyone interested in human vocal percussion, also known as beatboxing. The club offers workshops, hosts battles, guest artists, and showcases to highlight student talent. It welcomes students of all backgrounds and experience levels, from complete beginners to seasoned performers, and is open to all Brown students.",brownnoise@brown.edu,Jen Lucero,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/beatboxing-club-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Beauty and the Beats,A Cappella group specializing in vocal performances of Disney music.,disneyacappella@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/disneyatbrown,,,,,,,https://studentactivities.brown.edu/organizations/beauty-and-beats,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Beekeeping Society,The Beekeeping Society is a common-interest and advocacy group that fosters discussion around and appreciation of issues related to bees and other pollinators. They are open to all Brown University and RISD students as well as members of the Providence community.,beekeeping@brown.edu,Malcom Moniz,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownbeekeeping,,,,,,,https://studentactivities.brown.edu/organizations/beekeeping-society,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Bengali Students' Association (BSA),"The Bengali Students Association (BSA) is a cultural and community-focused organization celebrating Bengali heritage, fostering community among students interested in Bengali culture, and sharing the rich traditions, history, and arts of Bengal within the broader community. Throughout the year, we host events like cultural movie nights, festive celebrations (e.g. Pohela Boishakh/Bengali New Year), and discussions on identity and belonging.BSA is open to all students and strives to create a “home away from home” by building spaces where students can connect, express themselves, and meaningfully enjoy culture. Additionally, the BSA aims to build a support network for students, providing opportunities for leadership development and intercultural dialogue through everyone’s diverse experiences. Whether you're Bengali or simply curious to learn more about the region’s culture, history, and cuisine, you’re always invited to join us.",bengalistudents@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown.bsa,,,,,,,https://studentactivities.brown.edu/organizations/bengali-students-association-bsa,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Best Buddies at Brown,BB @ Brown is a chapter of Best Buddies International that strives to encourage and create positive social connections between individuals with and without intellectual/developmental disabilities. This is achieved through organized social events and one-to-one buddy matches which are nurtured over club meetings.,bestbuddies@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,,https://www.facebook.com/bestbuddiesatbrown/,,,,,,https://studentactivities.brown.edu/organizations/best-buddies-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Better World by Design,"Better World by Design is a student-led initiative at Brown University and Rhode Island School of Design that celebrates the interdisciplinary collaboration between designers, educators, innovators, and learners.",betterworldxdesign@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/betterworldxdesign,,,,,,,https://studentactivities.brown.edu/organizations/better-world-design,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Bhairavi, Brown","The purpose of Brown Bhairavi shall be to provide a space for students interested in classical forms of South Asian music [i.e. Carnatic, Hindustani, etc.] to (1) learn about and practice forms of South Asian classical music, and (2) share South Asian classical music with the Brown community through various performances, lecture demonstrations, and workshops.",brownbhairavi@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownbhairavi,https://www.facebook.com/brownbhairavi/,,,,,,https://studentactivities.brown.edu/organizations/bhairavi-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Bikes at Brown,"Bikes at Brown is a student volunteer student run bike shop for all members of the Brown/RISD community to have their bikes serviced and repaired, learn how to work on bikes, and borrow a bike. We strive to be a community center for all people interested in bikes.",bikes@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/bikesatbrown,https://www.facebook.com/bikesatbrown/,,,,,,https://studentactivities.brown.edu/organizations/bikes-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,BioKind Analytics at Brown,"Biokind Analytics at Brown is the premiere student-led data science organization supporting healthcare non-profit organizations through impact-driven analysis. Through partnerships with cancer foundations and other high-impact healthcare nonprofits, members apply data science to real-world health challenges while advancing missions rooted in social good. The club is open to all undergraduates and warmly welcomes members from diverse academic backgrounds, skill levels, and lived experiences.",biokind@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/biokind-analytics-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
